time(ns),Re(J'=0;m=0:J'=0;m=0),Im(J'=0;m=0:J'=0;m=0),Re(J=1;m=-1:J=1;m=-1),Im(J=1;m=-1:J=1;m=-1),Re(J=1;m=-1:J=1;m=0),Im(J=1;m=-1:J=1;m=0),Re(J=1;m=-1:J=1;m=1),Im(J=1;m=-1:J=1;m=1),Re(J=1;m=0:J=1;m=-1),Im(J=1;m=0:J=1;m=-1),Re(J=1;m=0:J=1;m=0),Im(J=1;m=0:J=1;m=0),Re(J=1;m=0:J=1;m=1),Im(J=1;m=0:J=1;m=1),Re(J=1;m=1:J=1;m=-1),Im(J=1;m=1:J=1;m=-1),Re(J=1;m=1:J=1;m=0),Im(J=1;m=1:J=1;m=0),Re(J=1;m=1:J=1;m=1),Im(J=1;m=1:J=1;m=1),Re(J=1;m=-1:J'=0;m=0),Im(J=1;m=-1:J'=0;m=0),Re(J=1;m=0:J'=0;m=0),Im(J=1;m=0:J'=0;m=0),Re(J=1;m=1:J'=0;m=0),Im(J=1;m=1:J'=0;m=0),Re(J'=0;m=0:J=1;m=-1),Im(J'=0;m=0:J=1;m=-1),Re(J'=0;m=0:J=1;m=0),Im(J'=0;m=0:J=1;m=0),Re(J'=0;m=0:J=1;m=1),Im(J'=0;m=0:J=1;m=1)
9.8,0.6570266021717958,-8.180305391403131e-16,0.0,0.0,1.3000507924282446e-33,1.205080991081002e-31,0.0,0.0,-2.7695569250507588e-17,-1.1724490836698097e-16,0.34297339782820363,6.447750319771295e-16,-1.1936117530141668e-20,-5.532947658188345e-20,0.0,0.0,2.7743698073759315e-32,-3.475501795689513e-33,0.0,0.0,3.467513281674121e-34,-1.4747762189762368e-31,-0.34932603499290993,-0.050608784804211694,6.064882057081699e-34,6.530966583875275e-33,-3.308220972848387e-18,1.1088408246672468e-16,-0.34932603499291215,0.05060878480421097,-1.2227127809930707e-20,3.502629290273961e-21
9.9,0.6753837318952164,-6.351256326420085e-16,0.0,0.0,1.6623984744181545e-33,1.201477780600615e-31,0.0,0.0,-2.3277300611514042e-17,-1.1540736087025493e-16,0.32461626810478283,4.691342800344778e-16,-1.2002958076393854e-20,-5.53311780126387e-20,0.0,0.0,2.77861624256284e-32,-3.469203182705317e-33,0.0,0.0,-1.9533813473726957e-34,-1.4678829354556127e-31,-0.3385687368009012,-0.06023061300848827,5.405908859569737e-34,6.464360923246425e-33,-1.2416677793441694e-17,1.0485696370257829e-16,-0.33856873680090394,0.060230613008487775,-1.2034091170343307e-20,3.082414432085124e-21
10.0,0.6947238850035873,-3.522572858405404e-16,0.0,0.0,1.831173379809582e-33,1.1974783661097783e-31,0.0,0.0,-1.901574369486448e-17,-1.1448053515786802e-16,0.3052761149964119,2.006316120184426e-16,-1.2027525672714823e-20,-5.531833332303192e-20,0.0,0.0,2.782226743784765e-32,-3.4561205280852365e-33,0.0,0.0,-4.361295979447893e-34,-1.4606370783296308e-31,-0.3270511678389385,-0.0646062274438043,4.663820975468058e-34,6.420008986767128e-33,-2.0899294945604283e-17,1.0028098849228763e-16,-0.3270511678389414,0.06460622744380418,-1.1930371247080707e-20,2.6745253847750032e-21
10.100000000000001,0.7139813594943828,-7.031051088568496e-17,0.0,0.0,1.825613280151345e-33,1.1934131698644812e-31,0.0,0.0,-1.5069929454724238e-17,-1.1436841191998424e-16,0.28601864050561643,-8.061043152429725e-17,-1.2012731670704968e-20,-5.52996310975075e-20,0.0,0.0,2.7854256297658856e-32,-3.435777754840289e-33,0.0,0.0,-4.099696491192653e-34,-1.4535100005136967e-31,-0.3154456511563853,-0.06365069652311806,3.878644748698268e-34,6.395989334644748e-33,-2.8465658118354675e-17,9.717798859581494e-17,-0.3154456511563881,0.06365069652311826,-1.1907326177971079e-20,2.29444037814491e-21
10.200000000000001,0.7321257248599492,1.8870538812110205e-16,0.0,0.0,1.6699067177879507e-33,1.1895681053157329e-31,0.0,0.0,-1.1561395433853741e-17,-1.149526715327231e-16,0.26787427514004997,-3.3209112543231e-16,-1.1962775245874508e-20,-5.528259992175413e-20,0.0,0.0,2.7884102102298915e-32,-3.408090449695489e-33,0.0,0.0,-1.5812200773684454e-34,-1.4469023692181763e-31,-0.30440942016959743,-0.0575715625887397,3.08735945028372e-34,6.389755034230302e-33,-3.491560384464762e-17,9.551964307267663e-17,-0.30440942016960004,0.05757156258874024,-1.195395539483364e-20,1.9541162939892634e-21
10.3,0.7482168547320105,3.5404621942514147e-16,0.0,0.0,1.3912514201635046e-33,1.1861785025448477e-31,0.0,0.0,-8.572255736003638e-18,-1.1610219179811037e-16,0.25178314526798884,-4.862646743597487e-16,-1.1882757170880473e-20,-5.527344640829066e-20,0.0,0.0,2.791346322358805e-32,-3.373320847586685e-33,0.0,0.0,2.7432109302902023e-34,-1.4411370065195592e-31,-0.2945493085691382,-0.046849049096352194,2.3226511430839594e-34,6.39836446942924e-33,-4.014096436661601e-17,9.523511837932543e-17,-0.29454930856914024,0.04684904909635295,-1.2057812206246745e-20,1.6617782395545332e-21
10.4,0.7614534470781991,6.130621184319285e-16,0.0,0.0,1.0179625189671958e-33,1.1834265787860676e-31,0.0,0.0,-6.145788332345055e-18,-1.1768224006164436e-16,0.23854655292180016,-7.473405574942582e-16,-1.1778293271152167e-20,-5.527698603499448e-20,0.0,0.0,2.7943662473939116e-32,-3.3320233447459325e-33,0.0,0.0,8.414029543468923e-34,-1.4364569374011284e-31,-0.2863902084160446,-0.032202009422488784,1.6120454742273627e-34,6.418711384920263e-33,-4.4121624050542724e-17,9.621952005914904e-17,-0.2863902084160465,0.032202009422489866,-1.22058997569652e-20,1.4219510918388207e-21
10.5,0.7712125817919335,7.426242780439463e-16,0.0,0.0,5.777383670697809e-34,1.1814421920552056e-31,0.0,0.0,-4.289298000363278e-18,-1.1956283394479268e-16,0.2287874182080658,-8.744632622181836e-16,-1.1655150384213409e-20,-5.529666054698961e-20,0.0,0.0,2.7975688789673655e-32,-3.284984538069057e-33,0.0,0.0,1.4989778663813018e-33,-1.4330281491843726e-31,-0.2803489027523788,-0.014541884185188265,9.774256633401017e-35,6.447740214805213e-33,-4.691651275106389e-17,9.834259805034468e-17,-0.2803489027523801,0.01454188418518951,-1.238549831157333e-20,1.2357112451235507e-21
10.600000000000001,0.777078424310434,8.167294965333305e-16,0.0,0.0,9.617460956650474e-35,1.1803064424233544e-31,0.0,0.0,-2.9788942746563196e-18,-1.2162583067940843e-16,0.22292157568956533,-9.484600604903193e-16,-1.1518924420492621e-20,-5.533463104838836e-20,0.0,0.0,2.801021888125226e-32,-3.233161649042395e-33,0.0,0.0,2.2069625880270975e-33,-1.4309463262368816e-31,-0.27671453998067225,0.005082479600673781,4.349190878743523e-35,6.482634526826008e-33,-4.865042476347186e-17,1.0145719565338265e-16,-0.2767145399806731,-0.0050824796006724345,-1.2584879479622522e-20,1.101125155404168e-21
10.700000000000001,0.778858829333953,8.319083269481276e-16,0.0,0.0,-4.044042900594339e-34,1.1800575504090806e-31,0.0,0.0,-2.1657324711005532e-18,-1.2377041186274215e-16,0.22114117066604624,-9.64343622317232e-16,-1.1374775949075776e-20,-5.539193225207049e-20,0.0,0.0,2.804765526865233e-32,-3.1776228403381264e-33,0.0,0.0,2.931063371513435e-33,-1.4302466452352775e-31,-0.27563661911523635,0.025545880048548193,-4.884364846383678e-37,6.520968818524184e-33,-4.9497751003647504e-17,1.0540700628770996e-16,-0.27563661911523657,-0.025545880048546816,-1.2793872841193266e-20,1.0138322288999439e-21
10.8,0.776589293171766,7.877812985279675e-16,0.0,0.0,-9.057511809515765e-34,1.1806983510546668e-31,0.0,0.0,-1.7832060977329744e-18,-1.2591675115056593e-16,0.22341070682823327,-9.211381657436846e-16,-1.1227233903187341e-20,-5.546867082305086e-20,0.0,0.0,2.808817637203945e-32,-3.119492408085272e-33,0.0,0.0,3.64391688501412e-33,-1.4309156061093798e-31,-0.27712092115257225,0.04571019074846266,-3.3643558900904175e-35,6.56081676242075e-33,-4.966433814921969e-17,1.1003329608778311e-16,-0.27712092115257186,-0.04571019074846132,-1.3004261770320167e-20,9.677235481321825e-22
10.9,0.7705244075041786,8.047490625273657e-16,0.0,0.0,-1.3941207365659012e-33,1.1822046983936978e-31,0.0,0.0,-1.7545527894101837e-18,-1.2800777927037029e-16,0.22947559249582067,-9.371301477878458e-16,-1.1080072837496268e-20,-5.556424943113044e-20,0.0,0.0,2.8131793892785084e-32,-3.0599031766092737e-33,0.0,0.0,4.3256237012478854e-33,-1.4329038347837532e-31,-0.2810333768879315,0.06448665018735354,-5.585167784402498e-35,6.600812126002826e-33,-4.936873746149314e-17,1.151803570988283e-16,-0.2810333768879305,-0.06448665018735218,-1.320999735712374e-20,9.556650811728106e-22
11.0,0.7611176428277793,5.412337245047638e-16,0.0,0.0,-1.860318412365323e-33,1.1845340782061026e-31,0.0,0.0,-2.0003432964294664e-18,-1.3000908603354508e-16,0.23888235717221998,-6.795779217139142e-16,-1.0936263997505598e-20,-5.56775980337355e-20,0.0,0.0,2.8178412607882445e-32,-2.9999576840044677e-33,0.0,0.0,4.9636923863376806e-33,-1.4361388243474542e-31,-0.28711143004560913,0.08089365488138994,-6.733920600746812e-35,6.640161793705945e-33,-4.8824078224981744e-17,1.2069956793428526e-16,-0.28711143004560785,-0.08089365488138889,-1.3407231452855005e-20,9.70214398200175e-22
11.100000000000001,0.7489909006343847,4.2587461335230614e-16,0.0,0.0,-2.2994035023869728e-33,1.1876337744198394e-31,0.0,0.0,-2.445362089036987e-18,-1.3190711543072563e-16,0.25100909936561466,-5.847644417300568e-16,-1.0797995590922809e-20,-5.580739498005211e-20,0.0,0.0,2.8227887902603876e-32,-2.9406989771442768e-33,0.0,0.0,5.552448368369022e-33,-1.4405366756750007e-31,-0.2949820596717974,0.09410704300272343,-6.858934141496515e-35,6.678613400384177e-33,-4.8221700889766735e-17,1.2645204894360877e-16,-0.29498205967179547,-0.09410704300272253,-1.3594181290157873e-20,1.0042833587833568e-21
11.200000000000001,0.7348957881169494,1.362842130814279e-16,0.0,0.0,-2.7100964595302227e-33,1.191448020988881e-31,0.0,0.0,-3.024455132567018e-18,-1.337059108945417e-16,0.2651042118830498,-2.9110828331235794e-16,-1.0666753361131651e-20,-5.595226263679334e-20,0.0,0.0,2.828007685442784e-32,-2.883091083448377e-33,0.0,0.0,6.091992697319508e-33,-1.4460120476106359e-31,-0.3041852877819425,0.10350035139727191,-6.025144604735602e-35,6.716382871473986e-33,-4.7717521722878434e-17,1.323100004215143e-16,-0.30418528778194065,-0.10350035139727136,-1.3770848217776183e-20,1.051705397740995e-21
11.3,0.7196689626882832,-8.310409652101391e-17,0.0,0.0,-3.0939569926937315e-33,1.1959236892027303e-31,0.0,0.0,-3.687010190929121e-18,-1.354227480478916e-16,0.2803310373117161,-7.150313327541902e-17,-1.0543449086440025e-20,-5.611092520230015e-20,0.0,0.0,2.8334879412636346e-32,-2.828008539769976e-33,0.0,0.0,6.586819919215829e-33,-1.4524857185777283e-31,-0.3142017339883593,0.10867314751129976,-4.305776515913496e-35,6.754049500603039e-33,-4.742188602717167e-17,1.3815689927143418e-16,-0.3142017339883573,-0.10867314751129949,-1.393862129233759e-20,1.1076744467640645e-21
11.4,0.7041841479597923,-3.246643405507843e-16,0.0,0.0,-3.4544108370402676e-33,1.2010142012379582e-31,0.0,0.0,-4.399841351958339e-18,-1.3708304778006376e-16,0.2958158520402069,1.5661300381553112e-16,-1.0428582140386612e-20,-5.628231997415156e-20,0.0,0.0,2.8392267136627534e-32,-2.7762337755299334e-33,0.0,0.0,7.044220430788794e-33,-1.459889381810867e-31,-0.32448260049203154,0.10946624165834802,-1.775296010362183e-35,6.792427959035136e-33,-4.739341525575769e-17,1.4388679712259252e-16,-0.32448260049202926,-0.10946624165834803,-1.409980237819703e-20,1.1690325910280762e-21
11.5,0.6893035282652067,-5.707782337049938e-16,0.0,0.0,-3.795709032586846e-33,1.2066815144323356e-31,0.0,0.0,-5.148365331574197e-18,-1.3871499095727288e-16,0.3106964717347926,4.031605778387348e-16,-1.0322417856819764e-20,-5.64656573126703e-20,0.0,0.0,2.8452297997007397e-32,-2.728460698594348e-33,0.0,0.0,7.47260022012179e-33,-1.4681675301207895e-31,-0.33448038560891136,0.1059633334922185,1.4959444468109584e-35,6.832427739055946e-33,-4.763708074489043e-17,1.4940300792647916e-16,-0.3344803856089092,-0.10596333349221881,-1.4257092757784014e-20,1.2343946083221487e-21
11.600000000000001,0.6758311839220029,-7.906002241764298e-16,0.0,0.0,-4.121903900266785e-33,1.2128961769626325e-31,0.0,0.0,-5.936075198115121e-18,-1.4034425680086243e-16,0.3241688160779963,6.196215415754658e-16,-1.0225166187654902e-20,-5.666042863282724e-20,0.0,0.0,2.8515116837142975e-32,-2.6853025392951254e-33,0.0,0.0,7.879849725980369e-33,-1.4772765177849079e-31,-0.3436786338437939,0.09847939749728374,5.445116046458084e-35,6.874910942426791e-33,-4.8106460070665294e-17,1.5461649382269188e-16,-0.343678633843792,-0.09847939749728434,-1.4413081947110477e-20,1.3041088729050183e-21
11.700000000000001,0.6644710410134989,-9.825040087063641e-16,0.0,0.0,-4.435920867536446e-33,1.2196356043028867e-31,0.0,0.0,-6.782430284732647e-18,-1.4198928093273128e-16,0.33552895898650026,8.045864322014928e-16,-1.0137144990529069e-20,-5.686636569780743e-20,0.0,0.0,2.8580942168673977e-32,-2.6473018805781756e-33,0.0,0.0,8.271884072151252e-33,-1.487181102120264e-31,-0.3516191321251195,0.0875368248401435,1.0018288977413078e-34,6.920559034956196e-33,-4.870986764873458e-17,1.5944425446556336e-16,-0.351619132125118,-0.08753682484014433,-1.4569777501599092e-20,1.3800650352926877e-21
11.8,0.6557914919690175,-1.120360314937896e-15,0.0,0.0,-4.738795373494695e-33,1.2268808578288084e-31,0.0,0.0,-7.719382583328994e-18,-1.4365737881402548e-16,0.34420850803098163,9.439064113658802e-16,-1.0058914142021431e-20,-5.708335803551212e-20,0.0,0.0,2.8650040965604645e-32,-2.6149408397509242e-33,0.0,0.0,8.651460036777065e-33,-1.4978489524137793e-31,-0.35792514697730293,0.07383097540168487,1.5169845744628785e-34,6.969758239664185e-33,-4.931981434182013e-17,1.6380799848470983e-16,-0.3579251469773018,-0.0738309754016859,-1.4728210294937998e-20,1.4653687677437453e-21
11.9,0.6501984176434329,-1.2108911963404356e-15,0.0,0.0,-5.029130054726015e-33,1.2346123143621506e-31,0.0,0.0,-8.786844095679536e-18,-1.4534200965816738e-16,0.3498015823565662,1.0327567794010672e-15,-9.991369386223029e-21,-5.731133824367635e-20,0.0,0.0,2.872269396847021e-32,-2.5886495584759665e-33,0.0,0.0,9.01735209213273e-33,-1.5092437583146496e-31,-0.36231955363121254,0.05818732181298122,2.0860154277042144e-34,7.022511711934273e-33,-4.978505464801582e-17,1.6763332915485297e-16,-0.3623195536312119,-0.05818732181298236,-1.4888143401232704e-20,1.5639121314666923e-21
12.0,0.6479178342437405,-1.2462903972720873e-15,0.0,0.0,-5.302810274503437e-33,1.2428046922320906e-31,0.0,0.0,-1.0027461916189277e-17,-1.4702136983297896e-16,0.3520821657562586,1.070541225112187e-15,-9.935788198157501e-21,-5.755014712312873e-20,0.0,0.0,2.8799154663723486e-32,-2.568811481967468e-33,0.0,0.0,9.363942309564008e-33,-1.5213176655480752e-31,-0.364637019353917,0.041512761282270993,2.705184998502422e-34,7.078384640209266e-33,-4.994433489077322e-17,1.708496136867201e-16,-0.3646370193539169,-0.04151276128227218,-1.5047904761416113e-20,1.6798743262791424e-21
12.100000000000001,0.6489888292964169,-1.3306955364000839e-15,0.0,0.0,-5.5529969601572004e-33,1.251421941558662e-31,0.0,0.0,-1.1481105123411544e-17,-1.4865840899122528e-16,0.35101117070358234,1.1598252740163684e-15,-9.89382373347163e-21,-5.779939186741528e-20,0.0,0.0,2.8879605528097043e-32,-2.5557643375048933e-33,0.0,0.0,9.68124869615504e-33,-1.5340038091400739e-31,-0.3648297510815702,0.02474391338874818,3.370517401630387e-34,7.13648607941836e-33,-4.964086883352466e-17,1.7339063172312438e-16,-0.3648297510815706,-0.024743913388749487,-1.5204354802308924e-20,1.8171914124025075e-21
12.200000000000001,0.6532668718189638,-1.1522900689175941e-15,0.0,0.0,-5.770395889093027e-33,1.260412512175018e-31,0.0,0.0,-1.3179478315011818e-17,-1.502022628053421e-16,0.3467331281810354,9.847266231599594e-16,-9.867446897938609e-21,-5.805831088347934e-20,0.0,0.0,2.8964115302318464e-32,-2.549796222376621e-33,0.0,0.0,9.95538554694203e-33,-1.5472097019264792e-31,-0.36296668178220254,0.00879530405273616,4.077287842907396e-34,7.195488801693019e-33,-4.873654184013311e-17,1.7519601909306717e-16,-0.36296668178220354,-0.008795304052737254,-1.5352990681711552e-20,1.9790348822131587e-21
12.3,0.6604370150291148,-1.0285283909283738e-15,0.0,0.0,-5.943783254002306e-33,1.269705482428262e-31,0.0,0.0,-1.514126089180571e-17,-1.5159099939384508e-16,0.3395629849708845,8.621575675604731e-16,-9.858840447456384e-21,-5.832565822447352e-20,0.0,0.0,2.9052600977931036e-32,-2.551136744756589e-33,0.0,0.0,1.0169419580829494e-32,-1.5608121710377174e-31,-0.3592263305572219,-0.005489742229884619,4.819523479123772e-34,7.253685897227877e-33,-4.7124880966759885e-17,1.762134433096813e-16,-0.35922633055722325,0.005489742229883666,-1.5488179448455696e-20,2.1673376963523336e-21
12.4,0.6700359857764453,-9.403827543053023e-16,0.0,0.0,-6.0607497188202966e-33,1.2792079687536199e-31,0.0,0.0,-1.7368130597946832e-17,-1.527554881615906e-16,0.32996401422355376,7.810592450585574e-16,-9.870252578113044e-21,-5.859961914161847e-20,0.0,0.0,2.914479785541964e-32,-2.559943689330517e-33,0.0,0.0,1.030455877911095e-32,-1.5746544225757835e-31,-0.35388390880534254,-0.017382909172534586,5.5895670179119365e-34,7.309080432234027e-33,-4.474192250945864e-17,1.7640137321635913e-16,-0.3538839088053445,0.017382909172533746,-1.560350370293821e-20,2.3824027234745197e-21
12.5,0.6814817006863163,-6.814752755157638e-16,0.0,0.0,-6.108610294571173e-33,1.288804144098592e-31,0.0,0.0,-1.9841967395808514e-17,-1.5362412503535765e-16,0.3185182993136827,5.299038118022903e-16,-9.903820469202616e-21,-5.887776601919801e-20,0.0,0.0,2.924024048624784e-32,-2.576286165634825e-33,0.0,0.0,1.03415885385591e-32,-1.5885456628952388e-31,-0.3472935411470492,-0.026307165531989144,6.377750542378362e-34,7.359502314487335e-33,-4.157425359903378e-17,1.7573224162946225e-16,-0.34729354114705124,0.02630716553198862,-1.569219583684645e-20,2.622622714339687e-21
12.600000000000001,0.6941083874395972,-4.995461509726962e-16,0.0,0.0,-6.07541607570831e-33,1.2983560793224429e-31,0.0,0.0,-2.2523453744284605e-17,-1.5412809123161653e-16,0.30589161256040176,3.41740524767431e-16,-9.96137652054471e-21,-5.915706110153481e-20,0.0,0.0,2.9338256583415824e-32,-2.600125607593382e-33,0.0,0.0,1.0262453253477395e-32,-1.6022635240752983e-31,-0.33986671030904886,-0.031863757448618676,7.17221886881581e-34,7.402744754486505e-33,-3.766369071328195e-17,1.7419575105705071e-16,-0.3398667103090513,0.03186375744861837,-1.5747631052758754e-20,2.884333395858681e-21
12.700000000000001,0.7072052376497537,-2.669305748659312e-16,0.0,0.0,-5.9509968069181744e-33,1.3077064931816803e-31,0.0,0.0,-2.5352194939796984e-17,-1.542067868623765e-16,0.2927947623502452,1.2365325777197178e-16,-1.0044251447505694e-20,-5.943390914342066e-20,0.0,0.0,2.943797512262821e-32,-2.6312962997814797e-33,0.0,0.0,1.0051871645575361e-32,-1.6155593432152052e-31,-0.33204820833760684,-0.03384871783123615,7.958930892341518e-34,7.436711440328768e-33,-3.310827360380528e-17,1.718020418306698e-16,-0.33204820833760934,0.033848717831236115,-1.5763845441028455e-20,3.1618124787575913e-21
12.8,0.7200563859619052,-5.990217002982412e-17,0.0,0.0,-5.727960757793427e-33,1.3166833617571951e-31,0.0,0.0,-2.8248384162981785e-17,-1.538130676791903e-16,0.27994361403809376,-7.8984128265569e-17,-1.015308888544627e-20,-5.970425962827303e-20,0.0,0.0,2.9538348914199853e-32,-2.669487288851242e-33,0.0,0.0,9.698871542974219e-33,-1.628166142831317e-31,-0.3242909748842331,-0.032258299436258346,8.721854584140485e-34,7.459564834793512e-33,-2.805948483133943e-17,1.6858443131236274e-16,-0.3242909748842353,0.03225829943625857,-1.5736043626325732e-20,3.44742788563362e-21
12.9,0.7319800019660451,1.809533425878307e-16,0.0,0.0,-5.402580550014388e-33,1.3251062057510224e-31,0.0,0.0,-3.111593730644463e-17,-1.5291792350634806e-16,0.26801999803395404,-3.122502256758253e-16,-1.0287685690254654e-20,-5.996375472256267e-20,0.0,0.0,2.963819096334182e-32,-2.714227584967228e-33,0.0,0.0,9.198134411728352e-33,-1.639808965683035e-31,-0.317031223709782,-0.0272833580887242,9.443357419158946e-34,7.469865887419364e-33,-2.271583896543183e-17,1.6460144297248663e-16,-0.3170312237097842,0.027283358088724726,-1.5661060961604406e-20,3.7319289051930025e-21
13.0,0.7423643941265599,3.607682728945516e-16,0.0,0.0,-4.975500213557032e-33,1.3327937522815152e-31,0.0,0.0,-3.384692850429261e-17,-1.5151426948014448e-16,0.2576356058734392,-4.908725335928121e-16,-1.0446870741033408e-20,-6.020791588788042e-20,0.0,0.0,2.973622301268189e-32,-2.7648764645836745e-33,0.0,0.0,8.551051380029277e-33,-1.6502170439203457e-31,-0.3106652021404798,-0.019293312833324448,1.0104779930891938e-33,7.466695930950052e-33,-1.7313207806092508e-17,1.599378744936101e-16,-0.31066520214048177,0.019293312833325218,-1.5537747882801113e-20,4.004864839150535e-21
13.100000000000001,0.7506992485492266,4.980282679312165e-16,0.0,0.0,-4.4522093903036435e-33,1.3395725641856034e-31,0.0,0.0,-3.632707407472505e-17,-1.496195738608134e-16,0.2493007514507724,-6.298672521054538e-16,-1.0628432846919447e-20,-6.043235925357712e-20,0.0,0.0,2.983113383186564e-32,-2.8206204579689277e-33,0.0,0.0,7.766409987004956e-33,-1.6591371402545374e-31,-0.3055288002836943,-0.008810858594233695,1.0687166704657287e-33,7.449752564409874e-33,-1.2112445955341992e-17,1.547047027932267e-16,-0.30552880028369583,0.008810858594234642,-1.5367248656935347e-20,4.25510756835155e-21
13.200000000000001,0.7566004446430149,6.011901046432122e-16,0.0,0.0,-3.843244572795597e-33,1.3452861507652834e-31,0.0,0.0,-3.8441945115767504e-17,-1.4727711555255622e-16,0.2433995553569841,-7.274454476291492e-16,-1.0829105472207846e-20,-6.063302763509301e-20,0.0,0.0,2.992164413458766e-32,-2.880478256559237e-33,0.0,0.0,6.86065331366798e-33,-1.6663472966379614e-31,-0.30188103641052966,0.0035209241922140103,1.1172117271910053e-33,7.419412846660447e-33,-7.385043589413841e-18,1.4903768798773566e-16,-0.30188103641053077,-0.0035209241922129304,-1.5153153060489026e-20,4.471447793856225e-21
13.3,0.7598272844411632,6.539907504432563e-16,0.0,0.0,-3.164093696391087e-33,1.3498040242274488e-31,0.0,0.0,-4.0083541056322543e-17,-1.445557462727253e-16,0.24017271555883588,-7.785655800618407e-16,-1.1044612600937225e-20,-6.080642559991135e-20,0.0,0.0,3.00065745040342e-32,-2.9433143280316953e-33,0.0,0.0,5.857679122311446e-33,-1.6716701699579803e-31,-0.29989220421055457,0.016977052712387548,1.1542709791778628e-33,7.376759039906956e-33,-3.3976514887402e-18,1.4309461391374497e-16,-0.2998922042105551,-0.016977052712386392,-1.490150712187754e-20,4.643229883261188e-21
13.4,0.7602914188580789,6.537739100087592e-16,0.0,0.0,-2.4347982979486082e-33,1.3530301488039635e-31,0.0,0.0,-4.115683066113786e-17,-1.4154812161694434e-16,0.23970858114191995,-7.798666226688233e-16,-1.1269776370095869e-20,-6.094984332350755e-20,0.0,0.0,3.0084912422786476e-32,-3.007861508574013e-33,0.0,0.0,4.7881745672798785e-33,-1.6749851279636538e-31,-0.2996371911776153,0.030792461614410096,1.1784443693208914e-33,7.323564336426368e-33,-3.9639110204693753e-19,1.3705118525499326e-16,-0.2996371911776154,-0.030792461614408927,-1.4620677490513538e-20,4.760987535678371e-21
13.5,0.7580572266794837,6.054184931159057e-16,0.0,0.0,-1.6792657456428026e-33,1.3549102458017212e-31,0.0,0.0,-4.1585864601845465e-17,-1.3836745677591752e-16,0.24194277332051542,-7.322159371880854e-16,-1.1498683331157312e-20,-6.106155518121398e-20,0.0,0.0,3.0155874449226496e-32,-3.0727522842352313e-33,0.0,0.0,3.688510278703428e-33,-1.6762383225498587e-31,-0.3010941812724979,0.044204787559515214,1.1886144015733891e-33,7.262238343773126e-33,1.4081235300138597e-18,1.3109568555445997e-16,-0.3010941812724976,-0.0442047875595141,-1.4321072753268786e-20,4.817042008056279e-21
13.600000000000001,0.7533338741517001,5.84601811404184e-16,0.0,0.0,-9.243216563922725e-34,1.3554374667401312e-31,0.0,0.0,-4.13190846541446e-17,-1.3514295102319665e-16,0.24666612584829894,-7.155192237318087e-16,-1.1724902576581523e-20,-6.114098007704299e-20,0.0,0.0,3.0218959762332447e-32,-3.1365579109309146e-33,0.0,0.0,2.5992445019029318e-33,-1.6754500491716223e-31,-0.3041486559084184,0.056495762971259404,1.1840770244029282e-33,7.195734457330306e-33,1.8541648665690904e-18,1.2542258126999317e-16,-0.3041486559084175,-0.056495762971258294,-1.4014733593125424e-20,4.806026427300242e-21
13.700000000000001,0.7464597289848622,3.780070874370711e-16,0.0,0.0,-1.9854852637390355e-34,1.3546560255036037e-31,0.0,0.0,-4.033349744578456e-17,-1.3201410521530146e-16,0.25354027101513676,-5.116892153045338e-16,-1.194174570445735e-20,-6.118879235603897e-20,0.0,0.0,3.0273991699840506e-32,-3.197833990465771e-33,0.0,0.0,1.563311939914037e-33,-1.6727188353312066e-31,-0.3086023215767151,0.0670290076059349,1.164607598773253e-33,7.12742347906114e-33,8.398753340839118e-19,1.2022532959889705e-16,-0.3086023215767139,-0.06702900760593405,-1.3714811578178784e-20,4.725303624304786e-21
13.8,0.7378801989138911,3.0899761915836876e-16,0.0,0.0,4.690301068166129e-34,1.3526624845686542e-31,0.0,0.0,-3.8637442813455954e-17,-1.2912422386716556e-16,0.26211980108610783,-4.488054893003746e-16,-1.2142555881201796e-20,-6.12069746760489e-20,0.0,0.0,3.0321144517745947e-32,-3.255170650931152e-33,0.0,0.0,6.2399162364664485e-34,-1.6682218701156534e-31,-0.31418633522753586,0.07528226681335744,1.1305072714161837e-33,7.060939821311113e-33,-1.668805977768242e-18,1.156887075746369e-16,-0.3141863352275341,-0.07528226681335666,-1.34349631310539e-20,4.575250725229574e-21
13.9,0.7281203915527096,2.4665599424045226e-17,0.0,0.0,1.050350727506056e-33,1.3496045139187784e-31,0.0,0.0,-3.6271764522669595e-17,-1.2661344411273081e-16,0.27187960844728937,-1.6723818510588906e-16,-1.2321011256564292e-20,-6.119880728254961e-20,0.0,0.0,3.0360953367443537e-32,-3.3072451034894386e-33,0.0,0.0,-1.7723758566741692e-34,-1.6622115810375131e-31,-0.3205779830062,0.08087250417826455,1.0826260506410645e-33,7.000008253979393e-33,-5.633762255327517e-18,1.1198102318828684e-16,-0.3205779830061984,-0.08087250417826414,-1.318869047851109e-20,4.359391075921049e-21
