time(ns),Re(J'=0;m=0:J'=0;m=0),Im(J'=0;m=0:J'=0;m=0),Re(J=1;m=-1:J=1;m=-1),Im(J=1;m=-1:J=1;m=-1),Re(J=1;m=-1:J=1;m=0),Im(J=1;m=-1:J=1;m=0),Re(J=1;m=-1:J=1;m=1),Im(J=1;m=-1:J=1;m=1),Re(J=1;m=0:J=1;m=-1),Im(J=1;m=0:J=1;m=-1),Re(J=1;m=0:J=1;m=0),Im(J=1;m=0:J=1;m=0),Re(J=1;m=0:J=1;m=1),Im(J=1;m=0:J=1;m=1),Re(J=1;m=1:J=1;m=-1),Im(J=1;m=1:J=1;m=-1),Re(J=1;m=1:J=1;m=0),Im(J=1;m=1:J=1;m=0),Re(J=1;m=1:J=1;m=1),Im(J=1;m=1:J=1;m=1),Re(J=1;m=-1:J'=0;m=0),Im(J=1;m=-1:J'=0;m=0),Re(J=1;m=0:J'=0;m=0),Im(J=1;m=0:J'=0;m=0),Re(J=1;m=1:J'=0;m=0),Im(J=1;m=1:J'=0;m=0),Re(J'=0;m=0:J=1;m=-1),Im(J'=0;m=0:J=1;m=-1),Re(J'=0;m=0:J=1;m=0),Im(J'=0;m=0:J=1;m=0),Re(J'=0;m=0:J=1;m=1),Im(J'=0;m=0:J=1;m=1)
1.0,0.4486933613437782,-5.778797579347739e-16,0.0,0.0,-5.429707831338916e-33,2.4535034441666004e-33,0.0,0.0,2.9293855773177845e-17,-3.205121641475768e-17,0.5513066386562218,3.430415673744136e-16,8.523539379472111e-22,-5.949426055414896e-22,0.0,0.0,1.821949851739387e-34,-5.336054378790466e-36,0.0,0.0,8.533827232456706e-33,-4.186133594312921e-33,-0.3640511771613028,0.3114904456803791,6.511104480420935e-35,8.680133873252287e-34,-1.1218521584703235e-16,1.2922132746032426e-16,-0.36405117716130236,-0.31149044568037954,-2.8193500803826565e-21,-2.8683693523369912e-21
1.1,0.4055879797852125,-6.591949208711867e-16,0.0,0.0,-7.351027880339196e-33,3.699840647062895e-33,0.0,0.0,3.3644298070335975e-17,-4.330319952127469e-17,0.5944120202147875,4.0549161250957866e-16,1.1381592296440843e-21,-9.08551779676656e-22,0.0,0.0,2.79359017458994e-34,-1.4367128329144578e-35,0.0,0.0,1.1537485505352416e-32,-6.221447686439221e-33,-0.3950661289152044,0.2459530826633195,1.2282762389509454e-34,1.1926282793274308e-33,-1.3317736359219238e-16,1.5254989506785242e-16,-0.39506612891520415,-0.24595308266332008,-3.848044006521742e-21,-3.304252312643139e-21
1.2000000000000002,0.3773171558444977,-8.411240454142543e-16,0.0,0.0,-9.558429743776581e-33,5.3364063361400036e-33,0.0,0.0,3.6834367793212044e-17,-5.629525045363544e-17,0.6226828441555022,5.759281940243e-16,1.4556496172112035e-21,-1.3250420100380082e-21,0.0,0.0,4.093457249428427e-34,-3.0220654786753343e-35,0.0,0.0,1.4982630434613878e-32,-8.859043825880488e-33,-0.41690469090537624,0.1707332143349068,2.0754219507526584e-34,1.5760245545900698e-33,-1.524780215001218e-16,1.7631722121953523e-16,-0.4169046909053762,-0.17073321433490757,-5.046602727459367e-21,-3.630537819929219e-21
1.3,0.3650387787317487,-8.643259719054441e-16,0.0,0.0,-1.199680173649259e-32,7.408209284332097e-33,0.0,0.0,3.8384673569187525e-17,-7.07633573809557e-17,0.6349612212682513,6.036837696399289e-16,1.791033405529631e-21,-1.8578872738231208e-21,0.0,0.0,5.770376051090879e-34,-5.569354932008457e-35,0.0,0.0,1.8782483557192231e-32,-1.2158184507612252e-32,-0.4287265855524814,0.09020226687568259,3.2462493757276632e-34,2.0135666066777234e-33,-1.6880107090827493e-16,1.9991694374185172e-16,-0.4287265855524816,-0.0902022668756834,-6.392602167530267e-21,-3.800263355823798e-21
1.4000000000000001,0.3690063799843054,-8.476292584491674e-16,0.0,0.0,-1.4588765161124876e-32,9.947101277896837e-33,0.0,0.0,3.7863241910572655e-17,-8.632613275809911e-17,0.6309936200156945,5.95443833129039e-16,2.1263841635349843e-21,-2.517498544679706e-21,0.0,0.0,7.865862264032937e-34,-9.402237450773633e-35,0.0,0.0,2.2816371767151525e-32,-1.6156115459412934e-32,-0.4302597439894627,0.00889353134990115,4.787356208585277e-34,2.4972387533885933e-33,-1.8093902888011892e-16,2.2268173412484706e-16,-0.43025974398946304,-0.00889353134990194,-7.852209718010762e-21,-3.770761339779379e-21
1.5,0.3885816423850344,-8.454608541041964e-16,0.0,0.0,-1.7237583499017925e-32,1.29681056944473e-32,0.0,0.0,3.4918353593534896e-17,-1.0249894588383278e-16,0.6114183576149655,6.045511313779173e-16,2.4403117491137603e-21,-3.3102199545519118e-21,0.0,0.0,1.0411042689545886e-33,-1.4878177698591567e-34,0.0,0.0,2.693450226522237e-32,-2.086295716338176e-32,-0.42179860341077613,-0.06874915222987991,6.733855564125858e-34,3.015874435628125e-33,-1.8784474892807733e-16,2.4390336043882623e-16,-0.42179860341077674,0.06874915222987918,-9.381358215221437e-21,-3.506858435303225e-21
1.6,0.4222950614355004,-7.548215524844082e-16,0.0,0.0,-1.9831513244331556e-32,1.64664875632008e-32,0.0,0.0,2.9307416598280424e-17,-1.1871541481554746e-16,0.5777049385644994,5.410168840702667e-16,2.708917082205522e-21,-4.237498370232962e-21,0.0,0.0,1.3423972466906952e-33,-2.2374326622833314e-34,0.0,0.0,3.0964921836376235e-32,-2.625785403244188e-32,-0.4041716359180439,-0.1386105385681528,9.105340497564151e-34,3.5555936747829224e-33,-1.8870473210958648e-16,2.628581804891678e-16,-0.4041716359180449,0.13861053856815214,-1.0927644708749784e-20,-2.9837120096276035e-21
1.7000000000000002,0.4679500595465312,-7.4571425423552995e-16,0.0,0.0,-2.2249353257267617e-32,2.0415794871938598e-32,0.0,0.0,2.0919999473944114e-17,-1.3435505785743212e-16,0.5320499404534688,5.583641188300348e-16,2.9069796147560295e-21,-5.2952890463949735e-21,0.0,0.0,1.6907535314008894e-33,-3.2270009721405505e-34,0.0,0.0,3.4722262387094994e-32,-3.2286695625254396e-32,-0.3786807697765601,-0.19711829299422468,1.1902491387903554e-33,4.100425293172385e-33,-1.8299955466434397e-16,2.788368851528751e-16,-0.3786807697765615,0.19711829299422404,-1.2432848726901515e-20,-2.189100129042687e-21
1.8,0.5227636259235636,-5.535936292710986e-16,0.0,0.0,-2.4366874081078954e-32,2.476704496798204e-32,0.0,0.0,9.793501430615595e-18,-1.4877552469106106e-16,0.4772363740764362,3.7990444123892075e-16,3.0093110382752614e-21,-6.4737463691179516e-21,0.0,0.0,2.0848080166536926e-33,-4.492666788192139e-34,0.0,0.0,3.801776273486852e-32,-3.8861633221317417e-32,-0.3470168156857766,-0.24142154266354435,1.5104588854271073e-33,4.6330792725391334e-33,-1.7054770712073784e-16,2.9117697168072514e-16,-0.34701681568577797,0.241421542663544,-1.38359264850143e-20,-1.1250143648803848e-21
1.9000000000000001,0.5835347695150755,-3.86843335142828e-16,0.0,0.0,-2.606375262952366e-32,2.9449162984476073e-32,0.0,0.0,-3.879624745967616e-18,-1.6134754289746266e-16,0.4164652304849244,2.5305278705811673e-16,2.9921973721471844e-21,-7.757232005438307e-21,0.0,0.0,2.5214905492657238e-33,-6.066630997313268e-34,0.0,0.0,4.0669975835192665e-32,-4.5862509751077624e-32,-0.3111561964281479,-0.26952498964901495,1.8668143064967944e-33,5.135825604422583e-33,-1.5153013379203536e-16,2.992961758215296e-16,-0.31115619642814973,0.2695249896490146,-1.507630797972888e-20,1.915537678112914e-22
2.0,0.6468308126587344,-2.220446049250313e-16,0.0,0.0,-2.723060405548214e-32,3.4370705338374357e-32,0.0,0.0,-1.9753680402783975e-17,-1.7149054244740985e-16,0.35316918734126546,8.782037597132586e-17,2.8348448315499842e-21,-9.124654035678414e-21,0.0,0.0,2.9960653716350598e-33,-7.974969055484226e-34,0.0,0.0,4.2515525285992547e-32,-5.31402077913846e-32,-0.27324514132034755,-0.28037258209012317,2.2526785094768492e-33,5.591429565398349e-33,-1.2649390058323484e-16,3.0272494579224355e-16,-0.2732451413203494,0.28037258209012317,-1.6097304773559376e-20,1.7286942398894777e-21
2.1,0.7091808724428331,-3.447762908503904e-17,0.0,0.0,-2.7775693167979e-32,3.9422824882374867e-32,0.0,0.0,-3.734061134534032e-17,-1.7870686742266212e-16,0.2908191275571667,-9.996344030316351e-17,2.5207431476130125e-21,-1.0550130982725159e-20,0.0,0.0,3.5022625485965645e-33,-1.0235550748479994e-33,0.0,0.0,4.3419267287512413e-32,-6.052180579551681e-32,-0.23547800968008226,-0.2738776581374311,2.6592491360611276e-33,5.9840898650842546e-33,-9.633463583002504e-17,3.011360098896438e-16,-0.23547800968008428,0.27387765813743126,-1.68494284838498e-20,3.44053832923245e-21
2.2,0.7672657954896365,1.6111244283134596e-16,0.0,0.0,-2.7630922775283405e-32,4.448335974181402e-32,0.0,0.0,-5.602950125379547e-17,-1.8261255251743033e-16,0.23273420451036334,-2.5457067009959644e-16,2.0388633748352364e-21,-1.2003955222684476e-20,0.0,0.0,4.0324970049111645e-33,-1.2856191728704891e-33,0.0,0.0,4.328324428695386e-32,-6.781732363382319e-32,-0.19997653316258676,-0.25089947898974213,3.0758132597456495e-33,6.300325729119921e-33,-6.225861321664461e-17,2.943691755972464e-16,-0.1999765331625884,0.2508994789897426,-1.7293423869868914e-20,5.26905604601499e-21
2.3000000000000003,0.8180943168630228,3.710139834245396e-16,0.0,0.0,-2.6756734698566766e-32,4.942185956579942e-32,0.0,0.0,-7.511368747685145e-17,-1.82962826568304e-16,0.181905683136977,-4.482091781055075e-16,1.3846154492801556e-21,-1.3453812194775956e-20,0.0,0.0,4.578165682210318e-33,-1.5833159003892037e-33,0.0,0.0,4.205388218064111e-32,-7.482774120152947e-32,-0.16867651944279485,-0.21316898617437807,3.490125904239936e-33,6.529761678966863e-33,-2.5726508317722356e-17,2.8244969715946175e-16,-0.1686765194427965,0.21316898617437874,-1.740283561444303e-20,7.146601668767532e-21
2.4000000000000004,0.8591562605887091,6.004311631224724e-16,0.0,0.0,-2.5145618515400027e-32,5.410530480644108e-32,0.0,0.0,-9.382407583473591e-17,-1.7967079477816154e-16,0.14084373941129075,-6.622306869541461e-16,5.605033575103939e-22,-1.4866196165081918e-20,0.0,0.0,5.1300087286779824e-33,-1.9150137405184346e-33,0.0,0.0,3.9726980071711875e-32,-8.135389389771037e-32,-0.14322796362376355,-0.16316929798698737,3.8888958159098176e-33,6.66576436790471e-33,1.1618103601738031e-17,2.6559884995960635e-16,-0.14322796362376503,0.16316929798698826,-1.7165953439264814e-20,8.999074538449055e-21
2.5,0.8885451151558572,6.962746351701909e-16,0.0,0.0,-2.282399979547727e-32,5.840423003063049e-32,0.0,0.0,-1.1136687137967201e-16,-1.7281812801305246e-16,0.11145488484414261,-7.574236376983734e-16,-4.235680004560991e-22,-1.6207950931253546e-20,0.0,0.0,5.6785168196716465e-33,-2.2777742199932273e-33,0.0,0.0,3.635016435663874e-32,-8.720579074854765e-32,-0.12491361150431901,-0.10397876185822341,4.258355473755514e-33,6.705893980996915e-33,4.803158753503517e-17,2.442357369349237e-16,-0.12491361150432,0.10397876185822447,-1.6587014524175225e-20,1.0749526642321745e-20
2.6,0.9050442062431211,7.576404781328705e-16,0.0,0.0,-1.9852369191744106e-32,6.219893368942608e-32,0.0,0.0,-1.2696368475329627e-16,-1.626570294907324e-16,0.09495579375687865,-8.229094489164979e-16,-1.5503612591253661e-21,-1.744785548005986e-20,0.0,0.0,6.214363884788487e-33,-2.667363565184859e-33,0.0,0.0,3.202262014540142e-32,-9.221186811268741e-32,-0.11458986842151678,-0.03908618911695905,4.584886938112303e-33,6.652142921842178e-33,8.175987991481045e-17,2.1896980308839752e-16,-0.11458986842151736,0.039086189116960136,-1.5686583297262956e-20,1.2322022573075997e-20
2.7,0.9081728371824105,7.530868290084314e-16,0.0,0.0,-1.632361109471233e-32,6.538544581814703e-32,0.0,0.0,-1.398918322173487e-16,-1.4960323094313828e-16,0.09182716281758938,-8.224757680475037e-16,-2.7957568312030146e-21,-1.855817069115138e-20,0.0,0.0,6.728842840589423e-33,-3.0783273998254382e-33,0.0,0.0,2.6892064578851146e-32,-9.622768609361096e-32,-0.1126526185934276,0.027810867966369057,4.85567133220224e-33,6.510946198675452e-33,1.1112999844811947e-16,1.9058402369862795e-16,-0.11265261859342766,-0.02781086796636797,-1.450107415171882e-20,1.3645542526068655e-20
2.8000000000000003,0.8981910509334303,7.021293269016127e-16,0.0,0.0,-1.2359590128041013e-32,6.788093240978429e-32,0.0,0.0,-1.4952262832895366e-16,-1.342202646608021e-16,0.10180894906656954,-7.819266067965458e-16,-4.129570462082993e-21,-1.9516063928176363e-20,0.0,0.0,7.214281486718171e-33,-3.50412777681254e-33,0.0,0.0,2.1149079898823133e-32,-9.914359629049014e-32,-0.11902909019640005,0.09301333019097816,5.059327734784683e-33,6.292960421992645e-33,1.3463842810044275e-16,1.6000923271612975e-16,-0.11902909019639973,-0.09301333019097714,-1.3081429942777615e-20,1.4657715818232076e-20
2.9000000000000004,0.8760639574582738,6.867336560523185e-16,0.0,0.0,-8.106149990250278e-33,6.962824026629247e-32,0.0,0.0,-1.5535557338908187e-16,-1.1719573713883787e-16,0.12393604254172605,-7.797582024515748e-16,-5.5167033633257e-21,-2.030483371911428e-20,0.0,0.0,7.6644165353869e-33,-3.9373384487773476e-33,0.0,0.0,1.501907057930888e-32,-1.0089095711613763e-31,-0.13319545152653645,0.15302186446824742,5.186507150518834e-33,6.012620935701703e-33,1.5103156804222865e-16,1.2829054210354337e-16,-0.1331954515265356,-0.15302186446824648,-1.1491015575382611e-20,1.5308181032464576e-20
3.0,0.8433887425769452,5.418842458082551e-16,0.0,0.0,-3.7267667200731504e-33,7.059932757221133e-32,0.0,0.0,-1.5704655624640668e-16,-9.931076798195583e-17,0.1566112574230547,-6.68519059554562e-16,-6.918571789048732e-21,-2.0914866391824495e-20,0.0,0.0,8.074705759515509e-33,-4.369891051344251e-33,0.0,0.0,8.752240364480198e-33,-1.0144654393196089e-31,-0.15421843297800863,0.20472143940638013,5.230409022509978e-33,5.6874986286172884e-33,1.593738747389325e-16,9.654724354182047e-17,-0.1542184329780074,-0.2047214394063793,-9.802829045618807e-21,1.5561388713238796e-20
3.1,0.8022894139132468,3.7621815385247004e-16,0.0,0.0,6.048273814201283e-34,7.079738094421385e-32,0.0,0.0,-1.5442851356096435e-16,-8.140413057906755e-17,0.19771058608675304,-5.043708506402567e-16,-8.294747364166065e-21,-2.1344269953291003e-20,0.0,0.0,8.442561346884913e-33,-4.793361980306922e-33,0.0,0.0,2.612094540165939e-33,-1.008348917576593e-31,-0.18081801214728432,0.24553960966305396,5.1871913574085516e-33,5.3374887602471624e-33,1.5910002136979933e-16,6.592795647029105e-17,-0.18081801214728263,-0.2455396096630532,-8.09616960540406e-21,1.5398692355648927e-20
3.2,0.7552859476600083,8.413408858487514e-17,0.0,0.0,4.712676161974829e-33,7.025748622502123e-32,0.0,0.0,-1.4752339057533845e-16,-6.43329190221072e-17,0.24471405233999163,-2.671474153004283e-16,-9.60472760698706e-21,-2.1599146934690296e-20,0.0,0.0,8.767491561855717e-33,-5.199287351470652e-33,0.0,0.0,-3.1369456394780265e-33,-9.912841333256044e-32,-0.2114471396736876,0.27357068218351394,5.056250746234795e-33,4.983873109175386e-33,1.5004827262222824e-16,3.7563070151889796e-17,-0.21144713967368586,-0.2735706821835136,-6.452932288004201e-21,1.4819611502322158e-20
3.3000000000000003,0.7051456987564299,-1.4289784633358948e-16,0.0,0.0,8.426878911149471e-33,6.904579417048788e-32,0.0,0.0,-1.3654471286048117e-16,-4.893175393868784e-17,0.29485430124357004,-4.119968255444917e-17,-1.080974853916275e-20,-2.169348646381572e-20,0.0,0.0,9.05114251999168e-33,-5.5794916740259744e-33,0.0,0.0,-8.24217995750258e-33,-9.644524910985107e-32,-0.2443836733521637,0.2876600015795786,4.8403550954220986e-33,4.648303446462693e-33,1.3247329596292776e-16,1.2516706571697261e-17,-0.24438367335216163,-0.28766000157957855,-4.9537183212038796e-21,1.384219492504987e-20
3.4000000000000004,0.6547256733582203,-3.612561638721701e-16,0.0,0.0,1.1591692783733512e-32,6.725719941478171e-32,0.0,0.0,-1.2189057749048223e-16,-3.597261910602033e-17,0.34527432664177976,1.6219664500383146e-16,-1.187454842939902e-20,-2.164867545976466e-20,0.0,0.0,9.297237016775784e-33,-5.9264148443632965e-33,0.0,0.0,-1.2474866277241647e-32,-9.294492220048831e-32,-0.27782916441451433,0.2874449289456876,4.545619373790015e-33,4.351758414042987e-33,1.070377381527341e-16,-8.259504553392784e-18,-0.27782916441451205,-0.2874449289456879,-3.6739609533506265e-21,1.2502459654769246e-20
3.5,0.6068145095871217,-6.004311631224724e-16,0.0,0.0,1.4073043020188615e-32,6.501162753474201e-32,0.0,0.0,-1.0412737825279049e-16,-2.6127387741966918e-17,0.39318549041287815,3.9898639947466563e-16,-1.2768993700034741e-20,-2.1492648510714148e-20,0.0,0.0,9.511412641508881e-33,-6.23342183633804e-33,0.0,0.0,-1.564142624517444e-32,-8.882198410921091e-32,-0.3100089228294956,0.27335154386477056,4.18132272403003e-33,4.11352715982955e-33,7.478302782969518e-17,-2.3968601353745418e-17,-0.3100089228294937,-0.27335154386477106,-2.680265487285503e-21,1.0852930408442837e-20
3.6,0.5639827712491582,-8.068632567637124e-16,0.0,0.0,1.5765056103106206e-32,6.244909659684368e-32,0.0,0.0,-8.396506544007117e-17,-1.993495517755714e-17,0.4360172287508417,5.906733435701028e-16,-1.3469484701040981e-20,-2.1258714641475538e-20,0.0,0.0,9.700966568343637e-33,-6.495080042153154e-33,0.0,0.0,-1.75930418737788e-32,-8.429794033256211e-32,-0.33926788091407173,0.24654853621055256,3.759573446930003e-33,3.950271512487786e-33,3.708095998209743e-17,-3.400434850961906e-17,-0.33926788091407006,-0.2465485362105533,-2.027151008745225e-21,8.960351103831645e-21
3.7,0.5284494568356563,-1.1208482059155145e-15,0.0,0.0,1.6595281668772287e-32,5.972378248619862e-32,0.0,0.0,-6.22251806317437e-17,-1.7774652005950187e-17,0.4715505431643437,8.903468240450962e-16,-1.3960070036382873e-20,-2.0984115816523436e-20,0.0,0.0,9.874519175435694e-33,-6.707390577602767e-33,0.0,0.0,-1.8233149187814977e-32,-7.961183310302226e-32,-0.3641571624516985,0.20886204058055813,3.294836205507773e-33,3.8752141885162776e-33,-4.431382275716925e-18,-3.797938852462079e-17,-0.364157162451697,-0.20886204058055924,-1.754360129024914e-21,6.90268314179036e-21
3.8000000000000003,0.5019715142810854,-1.2715523078909996e-15,0.0,0.0,1.6528336971464303e-32,5.699736831479998e-32,0.0,0.0,-3.980327767803941e-17,-1.9847282849604332e-17,0.49802848571891434,1.0302089042957263e-15,-1.4233212798578544e-20,-2.0708385787688285e-20,0.0,0.0,1.0041612752427033e-32,-6.867961937012322e-33,0.0,0.0,-1.7522444638098884e-32,-7.500992720588137e-32,-0.3835069181873824,0.16265718180423938,2.803342898209056e-33,3.897493775629443e-33,-4.7929961167090914e-17,-3.5744064571068664e-17,-0.38350691818738136,-0.16265718180424069,-1.884873276728921e-21,4.765541722103737e-21
3.9000000000000004,0.4857617030346324,-1.3574211199518516e-15,0.0,0.0,1.556778917878995e-32,5.443199468329242e-32,0.0,0.0,-1.762762394247106e-17,-2.6164739081060288e-17,0.5142382969653674,1.1147766737495957e-15,-1.4290169624332427e-20,-2.0471588078244023e-20,0.0,0.0,1.0212264805709214e-32,-6.976117059757749e-33,0.0,0.0,-1.5481148952906985e-32,-7.073499039726816e-32,-0.3964818647273548,0.11069374318194612,2.3024146425315244e-33,4.0217184200488526e-33,-9.149130424459807e-17,-2.7394936842932384e-17,-0.3964818647273543,-0.1106937431819475,-2.423727354492412e-21,2.638249774133547e-21
