time(ns),"Re(F'=0;m_F'=0,F'=0;m_F'=0)","Im(F'=0;m_F'=0,F'=0;m_F'=0)","Re(F=1;m_F=-1,F=1;m_F=-1)","Im(F=1;m_F=-1,F=1;m_F=-1)","Re(F=1;m_F=-1,F=1;m_F=0)","Im(F=1;m_F=-1,F=1;m_F=0)","Re(F=1;m_F=-1,F=1;m_F=1)","Im(F=1;m_F=-1,F=1;m_F=1)","Re(F=1;m_F=0,F=1;m_F=-1)","Im(F=1;m_F=0,F=1;m_F=-1)","Re(F=1;m_F=0,F=1;m_F=0)","Im(F=1;m_F=0,F=1;m_F=0)","Re(F=1;m_F=0,F=1;m_F=1)","Im(F=1;m_F=0,F=1;m_F=1)","Re(F=1;m_F=1,F=1;m_F=-1)","Im(F=1;m_F=1,F=1;m_F=-1)","Re(F=1;m_F=1,F=1;m_F=0)","Im(F=1;m_F=1,F=1;m_F=0)","Re(F=1;m_F=1,F=1;m_F=1)","Im(F=1;m_F=1,F=1;m_F=1)","Re(F=1;m_F=-1,F'=0;m_F'=0)","Im(F=1;m_F=-1,F'=0;m_F'=0)","Re(F=1;m_F=0,F'=0;m_F'=0)","Im(F=1;m_F=0,F'=0;m_F'=0)","Re(F=1;m_F=1,F'=0;m_F'=0)","Im(F=1;m_F=1,F'=0;m_F'=0)","Re(F'=0;m_F'=0,F=1;m_F=-1)","Im(F'=0;m_F'=0,F=1;m_F=-1)","Re(F'=0;m_F'=0,F=1;m_F=0)","Im(F'=0;m_F'=0,F=1;m_F=0)","Re(F'=0;m_F'=0,F=1;m_F=1)","Im(F'=0;m_F'=0,F=1;m_F=1)"
1.0,0.3641505833089161,-6.068276207150677e-17,0.0,0.0,-1.07731706264161e-33,-1.1555579666323415e-33,0.0,0.0,7.162244761170952e-17,1.538965317890367e-17,0.635849416691084,1.5352457261947912e-16,1.232595164407831e-32,4.622231866529366e-33,0.0,0.0,1.2518544638517033e-33,-9.14816723583937e-34,0.0,0.0,2.9340338996524296e-35,-5.7777898331617076e-34,1.7156524101174213e-16,0.45829846753719555,1.6370404527291505e-33,2.5037089277034066e-33,2.849101853130516e-17,2.4192378639721955e-17,-1.7156524101174213e-16,-0.45829846753719555,1.0400021699691074e-32,-9.244463733058732e-33
1.1,0.2913644790299999,-8.740068523284023e-17,0.0,0.0,-1.1134282490988707e-33,-1.1074097180226606e-33,0.0,0.0,7.437865037078268e-17,1.5403776339763474e-17,0.7086355209700002,1.3542696973513585e-16,1.444447458290427e-32,4.622231866529366e-33,0.0,0.0,1.4444474582904269e-33,-1.1074097180226606e-33,0.0,0.0,-1.1435209044799213e-34,-5.7777898331617076e-34,2.057724993248896e-16,0.41913272380689987,1.5407439555097887e-33,2.262967684655002e-33,2.1732170588970708e-17,2.8632301540850656e-17,-2.057724993248896e-16,-0.41913272380689987,1.0785207688568521e-32,-1.0014835710813626e-32
1.2000000000000002,0.22915754438467176,-5.1668563259008655e-17,0.0,0.0,-1.3120397746138044e-33,-1.1074097180226606e-33,0.0,0.0,7.621143571272954e-17,1.5156308956821597e-17,0.7708424556153282,1.4161549551446784e-16,1.5792625543975334e-32,5.3926038442842604e-33,0.0,0.0,1.5407439555097887e-33,-1.2518544638517033e-33,0.0,0.0,-3.490748024201865e-34,-5.7777898331617076e-34,1.9314222378666326e-16,0.3670129372238653,1.7333369499485123e-33,2.0703746902162785e-33,1.3756642565221545e-17,3.373980903280789e-17,-1.9314222378666326e-16,-0.3670129372238653,8.666684749742561e-33,-1.232595164407831e-32
1.3,0.1796138609274671,-8.185593337229573e-17,0.0,0.0,-1.2518544638517033e-33,-1.0592614694129797e-33,0.0,0.0,7.712382329009789e-17,1.4672646141580995e-17,0.8203861390725328,1.321915100100086e-16,1.4637067577342992e-32,4.622231866529366e-33,0.0,0.0,1.7333369499485123e-33,-1.3481509610710651e-33,0.0,0.0,-2.527783052008247e-34,-6.2592723192585165e-34,1.909202891042978e-16,0.3043852194186922,1.5407439555097887e-33,1.925929944387236e-33,4.874072031198525e-18,3.9538588279257996e-17,-1.909202891042978e-16,-0.3043852194186922,1.0014835710813626e-32,-1.1555579666323415e-32
1.4000000000000001,0.14425730549883584,-4.959325835041777e-17,0.0,0.0,-1.3240768367662246e-33,-9.62964972193618e-34,0.0,0.0,7.712959106191157e-17,1.3982461374737468e-17,0.855742694501164,1.1235918364968856e-16,1.61296632842431e-32,5.3926038442842604e-33,0.0,0.0,1.829633447167874e-33,-1.396299209680746e-33,0.0,0.0,-4.453712996395483e-34,-6.2592723192585165e-34,2.2165810046549162e-16,0.23402657752426897,1.5407439555097887e-33,1.5407439555097887e-33,-4.580590253989484e-18,4.6025182152978397e-17,-2.2165810046549162e-16,-0.23402657752426897,8.907425992790966e-33,-1.1555579666323415e-32
1.5,0.12401015514348099,-4.855560589612233e-17,0.0,0.0,-1.4444474582904269e-33,-7.944461020597348e-34,0.0,0.0,7.625299879213272e-17,1.3118512701031528e-17,0.8759898448565188,8.558796338546128e-17,1.6490775148815707e-32,5.3926038442842604e-33,0.0,0.0,1.829633447167874e-33,-1.6851887013388314e-33,0.0,0.0,-6.018531076210112e-34,-6.018531076210112e-34,1.6739446150382194e-16,0.15892611002523785,1.4444474582904269e-33,1.3481509610710651e-33,-1.426053924685914e-17,5.3167546106518054e-17,-1.6739446150382194e-16,-0.15892611002523785,6.341274805171879e-33,-1.232595164407831e-32
1.6,0.11917645753939325,-4.404850648987328e-17,0.0,0.0,-1.396299209680746e-33,-6.7407548053553255e-34,0.0,0.0,7.4528335092658e-17,1.2115403705956389e-17,0.8808235424606066,8.657231873686285e-17,1.6851887013388314e-32,4.622231866529366e-33,0.0,0.0,1.925929944387236e-33,-1.5888922041194696e-33,0.0,0.0,-6.500013562306921e-34,-5.055566104016494e-34,1.6766619181817311e-16,0.08216175140630019,1.3481509610710651e-33,1.0111132208032988e-33,-2.3820620566318943e-17,6.090486252940521e-17,-1.6766619181817311e-16,-0.08216175140630019,5.970382827600431e-33,-1.232595164407831e-32
1.7000000000000002,0.12945002025513982,-2.5663619275809772e-17,0.0,0.0,-1.4203733339855864e-33,-6.7407548053553255e-34,0.0,0.0,7.19992959300648e-17,1.100834646670952e-17,0.8705499797448598,6.673999237654278e-17,1.7525962493923846e-32,5.3926038442842604e-33,0.0,0.0,2.1666711874356403e-33,-1.5407439555097887e-33,0.0,0.0,-7.703719777548943e-34,-4.333342374871281e-34,1.1264361133576356e-16,0.006777510253191399,1.1555579666323415e-33,7.703719777548943e-34,-3.2930357199590954e-17,6.914859971994085e-17,-1.1264361133576356e-16,-0.006777510253191399,5.3926038442842604e-33,-1.232595164407831e-32
1.8,0.15394591774564198,-7.278732061746252e-18,0.0,0.0,-1.4444474582904269e-33,-6.018531076210112e-34,0.0,0.0,6.871820725736386e-17,9.831971820824927e-18,0.8460540822543577,4.343821906426909e-17,1.7525962493923846e-32,3.851859888774472e-33,0.0,0.0,1.925929944387236e-33,-1.829633447167874e-33,0.0,0.0,-8.185202263645752e-34,-4.333342374871281e-34,1.1215640012937485e-16,-0.06433403240221988,9.14816723583937e-34,4.81482486096809e-34,-4.1286008836379713e-17,7.778475270517972e-17,-1.1215640012937485e-16,0.06433403240221988,3.4666738998970245e-33,-1.0785207688568521e-32
1.9000000000000001,0.1912535341062286,-9.710526559404416e-18,0.0,0.0,-1.4685215825952673e-33,-3.6111186457260672e-34,0.0,0.0,6.47451087475479e-17,8.619228775751397e-18,0.8087464658937712,8.25864908871605e-17,1.8103741477240017e-32,4.237045877651919e-33,0.0,0.0,1.925929944387236e-33,-1.925929944387236e-33,0.0,0.0,-9.14816723583937e-34,-4.333342374871281e-34,8.217888983138048e-17,-0.12853955556444494,9.14816723583937e-34,1.925929944387236e-34,-4.8621227761003434e-17,8.667715716960432e-17,-8.217888983138048e-17,0.12853955556444494,1.925929944387236e-33,-1.0400021699691074e-32
2.0,0.23950838419072662,6.939637178682284e-18,0.0,0.0,-1.4685215825952673e-33,-3.1296361596292583e-34,0.0,0.0,6.014671934671105e-17,7.40040988305754e-18,0.7604916158092732,5.754999409891005e-17,1.771855548836257e-32,5.3926038442842604e-33,0.0,0.0,1.925929944387236e-33,-1.829633447167874e-33,0.0,0.0,-9.870390964984584e-34,-3.3703774026776627e-34,8.342640210096863e-17,-0.18355927080357162,6.7407548053553255e-34,-9.62964972193618e-35,-5.471594356249416e-17,9.567172738979435e-17,-8.342640210096863e-17,0.18355927080357162,1.1555579666323415e-33,-1.0014835710813626e-32
2.1,0.2964793125867766,-7.875888416586261e-17,0.0,0.0,-1.5888922041194696e-33,-1.5648180798146291e-34,0.0,0.0,5.49953084075995e-17,6.20233316483893e-18,0.7035206874132232,1.2445384153743033e-16,1.9644485432749806e-32,4.622231866529366e-33,0.0,0.0,1.8537075714727145e-33,-2.0222264416065976e-33,0.0,0.0,-1.0833355937178202e-33,-2.527783052008247e-34,1.3151144822193055e-16,-0.22754439715302893,5.7777898331617076e-34,-4.81482486096809e-34,-5.940318937455985e-17,1.046014357351719e-16,-1.3151144822193055e-16,0.22754439715302893,-1.925929944387236e-33,-1.0014835710813626e-32
2.2,0.3596671799405423,5.2383028986693336e-17,0.0,0.0,-1.3240768367662246e-33,-1.4444474582904269e-34,0.0,0.0,4.9367498415028227e-17,5.047703990151177e-18,0.6403328200594576,5.518189611177125e-17,1.6562997521730228e-32,4.622231866529366e-33,0.0,0.0,1.781485198558193e-33,-1.925929944387236e-33,0.0,0.0,-1.0592614694129797e-33,-3.009265538105056e-34,-2.1631428870417153e-17,-0.2591353589824522,4.333342374871281e-34,-4.81482486096809e-34,-6.257367141148406e-17,1.132918260806087e-16,2.1631428870417153e-17,0.2591353589824522,-1.5407439555097887e-33,-1.0400021699691074e-32
2.3000000000000003,0.4264108234110221,2.95682336463077e-17,0.0,0.0,-1.4203733339855864e-33,1.0833355937178202e-34,0.0,0.0,4.334302670961955e-17,3.95467246646413e-18,0.5735891765889777,5.703361320116122e-17,1.8103741477240017e-32,3.0814879110195774e-33,0.0,0.0,1.6250033905767303e-33,-1.925929944387236e-33,0.0,0.0,-1.131483842327501e-33,-1.0833355937178202e-34,-3.9465874836573905e-17,-0.27749905800247643,2.046300565911438e-34,-1.0592614694129797e-33,-6.417797748094972e-17,1.2156683713040185e-16,3.9465874836573905e-17,0.27749905800247643,-4.237045877651919e-33,-8.474091755303838e-33
2.4000000000000004,0.4939959298165244,-2.100213730970686e-17,0.0,0.0,-1.3722250853759055e-33,2.8287096058187527e-34,0.0,0.0,3.700349412583356e-17,2.9365937605101835e-18,0.5060040701834755,1.1569752412879167e-16,1.6948183510607676e-32,7.703719777548943e-34,0.0,0.0,1.436171978060638e-33,-1.829633447167874e-33,0.0,0.0,-1.2277803395468629e-33,3.009265538105056e-35,-5.383087385077703e-17,-0.28234443869873554,6.018531076210112e-35,-1.3481509610710651e-33,-6.422641511945269e-17,1.2925470455010283e-16,5.383087385077703e-17,0.28234443869873554,-5.007417855406813e-33,-6.548161810916602e-33
2.5,0.5597624864886463,-4.35197357162016e-18,0.0,0.0,-1.0351873451081393e-33,2.373558193180363e-34,0.0,0.0,3.043112808762292e-17,2.001990621362886e-18,0.44023751351135354,7.895164387769774e-17,1.4251881588465545e-32,1.925929944387236e-33,0.0,0.0,1.4444474582904269e-33,-1.4444474582904269e-33,0.0,0.0,-9.870390964984584e-34,-9.328723168125674e-35,8.792923997293248e-17,-0.27391643719547737,-1.3842621475283258e-34,-1.0592614694129797e-33,-6.278656228071171e-17,1.3619371294537164e-16,-8.792923997293248e-17,0.27391643719547737,-3.851859888774472e-33,-6.933347799794049e-33
2.6,0.6212066693378059,1.3165551904454932e-17,0.0,0.0,-1.0351873451081393e-33,5.0254734486354436e-34,0.0,0.0,2.3707586485822675e-17,1.1547095618278972e-18,0.37879333066219406,1.2243672439053111e-16,1.502225356622044e-32,5.7777898331617076e-34,0.0,0.0,1.2037062152420224e-33,-1.6370404527291505e-33,0.0,0.0,-1.1555579666323415e-33,9.027796614315168e-35,-4.0927508455739924e-17,-0.25296924281148697,-2.1666711874356403e-34,-1.5407439555097887e-33,-5.997869960650874e-17,1.4223757975674013e-16,4.0927508455739924e-17,0.25296924281148697,-6.548161810916602e-33,-4.8148248609680896e-33
2.7,0.6760733771909718,-4.878753876994509e-18,0.0,0.0,-1.1555579666323415e-33,6.620384183831123e-34,0.0,0.0,1.6912826661102094e-17,3.94254954864968e-19,0.3239266228090281,2.1015725354077308e-16,1.5407439555097887e-32,0.0,0.0,0.0,8.907425992790966e-34,-1.829633447167874e-33,0.0,0.0,-1.2759285881565438e-33,2.046300565911438e-34,-6.396612484982709e-17,-0.22072057770473844,-4.333342374871281e-34,-1.925929944387236e-33,-5.596937007021725e-17,1.472602723614518e-16,6.396612484982709e-17,0.22072057770473844,-1.0014835710813626e-32,-3.274080905458301e-33
2.8000000000000003,0.7224361074935237,-1.4249442278559914e-17,0.0,0.0,-9.870390964984584e-34,6.7407548053553255e-34,0.0,0.0,1.0124061127046963e-17,-2.837210213342021e-19,0.2775638925064764,2.0073326803631385e-16,1.3866695599588098e-32,8.666684749742561e-34,0.0,0.0,8.907425992790966e-34,-1.5407439555097887e-33,0.0,0.0,-1.2277803395468629e-33,2.6481536735324493e-34,-5.0575548248401334e-17,-0.17878938479567189,-4.574083617919685e-34,-1.829633447167874e-33,-5.0963376518153404e-17,1.5116008609585977e-16,5.0575548248401334e-17,0.17878938479567189,-9.244463733058732e-33,-2.8888949165808538e-33
2.9000000000000004,0.7587614676595562,8.913689525836717e-17,0.0,0.0,-8.425943506694157e-34,8.787055371266764e-34,0.0,0.0,3.414818404110608e-18,-8.867998866371723e-19,0.24123853234044385,1.1671617306485192e-16,1.232595164407831e-32,-1.6851887013388314e-33,0.0,0.0,5.7777898331617076e-34,-1.4444474582904269e-33,0.0,0.0,-1.1074097180226606e-33,3.972230510298674e-34,7.21026073395633e-17,-0.1291198838641202,-7.703719777548943e-34,-2.2148194360453212e-33,-4.519457820958983e-17,1.5386284329162848e-16,-7.21026073395633e-17,0.1291198838641202,-1.1170393677445968e-32,-4.81482486096809e-34
3.0,0.7839563017343012,-2.9521372129737086e-17,0.0,0.0,-6.2592723192585165e-34,1.0351873451081393e-33,0.0,0.0,-3.1458763715280584e-18,-1.4250810794131047e-18,0.216043698265699,2.5994785344635167e-16,1.1170393677445968e-32,-2.6000054249227684e-33,0.0,0.0,2.407412430484045e-34,-1.2518544638517033e-33,0.0,0.0,-1.131483842327501e-33,5.175936725540696e-34,2.737994749576604e-17,-0.07389539182917843,-9.62964972193618e-34,-2.1666711874356403e-33,-3.891588235939329e-17,1.5532411031990935e-16,-2.737994749576604e-17,0.07389539182917843,-1.1170393677445968e-32,1.4444474582904269e-33
3.1,0.7973961541321432,-2.1544825771534446e-17,0.0,0.0,-7.944461020597348e-34,9.870390964984584e-34,0.0,0.0,-9.494190406225131e-18,-1.9104027639103053e-18,0.20260384586785699,2.7654472008154454e-16,1.0400021699691074e-32,-2.6722277978372897e-33,0.0,0.0,2.8888949165808538e-34,-1.2518544638517033e-33,0.0,0.0,-1.131483842327501e-33,4.81482486096809e-34,5.378095016701788e-17,-0.01544559304029635,-9.14816723583937e-34,-2.359264181874364e-33,-3.238884506324923e-17,1.5553036949177628e-16,-5.378095016701788e-17,0.01544559304029635,-1.232595164407831e-32,1.8356519782440842e-33
3.2,0.7989345603031229,-3.265023764907662e-17,0.0,0.0,-5.296307347064899e-34,1.0351873451081393e-33,0.0,0.0,-1.5572035272172558e-17,-2.3555342699010872e-18,0.2010654396968772,2.9487631019271423e-16,8.474091755303838e-33,-4.044452883213195e-33,0.0,0.0,-9.62964972193618e-35,-9.62964972193618e-34,0.0,0.0,-9.14816723583937e-34,5.7777898331617076e-34,8.018195283826972e-17,0.043848917665760254,-1.3000027124613842e-33,-2.262967684655002e-33,-2.58732976507804e-17,1.5449912383609979e-16,-8.018195283826972e-17,-0.043848917665760254,-1.1940765655200862e-32,3.707415142945429e-33
3.3000000000000003,0.7888934175023758,-2.120424433892033e-17,0.0,0.0,-3.6111186457260672e-34,1.1555579666323415e-33,0.0,0.0,-2.1327479649664262e-17,-2.7733749627440647e-18,0.21110658249762443,3.0800372987595354e-16,7.703719777548943e-33,-4.333342374871281e-33,0.0,0.0,-2.407412430484045e-34,-7.703719777548943e-34,0.0,0.0,-8.425943506694157e-34,6.2592723192585165e-34,7.969474163188105e-17,0.10165101278295847,-1.3000027124613842e-33,-2.359264181874364e-33,-1.961739993964531e-17,1.5227795363256943e-16,-7.969474163188105e-17,-0.10165101278295847,-1.1555579666323415e-32,5.103714352626175e-33
3.4000000000000004,0.7680354178057466,-3.751382664439299e-17,0.0,0.0,-2.1666711874356403e-34,1.2037062152420224e-33,0.0,0.0,-2.6715024454079702e-17,-3.1761927302778543e-18,0.23196458219425364,3.263353199871232e-16,4.622231866529366e-33,-5.970382827600431e-33,0.0,0.0,-3.3703774026776627e-34,-6.2592723192585165e-34,0.0,0.0,-6.7407548053553255e-34,6.98149604840373e-34,1.0609574430313288e-16,0.15575668862956496,-1.396299209680746e-33,-2.262967684655002e-33,-1.3848492144111211e-17,1.489425825455602e-16,-1.0609574430313288e-16,-0.15575668862956496,-1.0785207688568521e-32,5.970382827600431e-33
3.5,0.7375201928334184,-1.0455322050445432e-17,0.0,0.0,-2.407412430484045e-35,1.3722250853759055e-33,0.0,0.0,-3.169574574740289e-17,-3.57493240620806e-18,0.26247980716658187,3.047682701508263e-16,4.622231866529366e-33,-6.933347799794049e-33,0.0,0.0,-7.703719777548943e-34,-4.81482486096809e-34,0.0,0.0,-6.7407548053553255e-34,8.425943506694157e-34,1.3683355566432674e-16,0.20417665910542432,-1.6851887013388314e-33,-2.2148194360453212e-33,-8.765073969671087e-18,1.4459404683393536e-16,-1.3683355566432674e-16,-0.20417665910542432,-1.232595164407831e-32,8.859277744181285e-33
3.6,0.6988464012919718,7.929565163618076e-18,0.0,0.0,4.81482486096809e-35,1.2277803395468629e-33,0.0,0.0,-3.6237314172178815e-17,-3.978620482846939e-18,0.30115359870802844,3.387123715457873e-16,1.5407439555097887e-33,-5.970382827600431e-33,0.0,0.0,-7.703719777548943e-34,-3.3703774026776627e-34,0.0,0.0,-5.89816045468591e-34,6.98149604840373e-34,1.6410192007356697e-16,0.24520696661519598,-1.5888922041194696e-33,-2.1907453117404808e-33,-4.530184818993105e-18,1.3935509212736065e-16,-1.6410192007356697e-16,-0.24520696661519598,-1.1555579666323415e-32,7.896312771987667e-33
3.7,0.6537824665121883,-4.0432084519124905e-18,0.0,0.0,1.6851887013388314e-34,1.3722250853759055e-33,0.0,0.0,-4.031390248897115e-17,-4.393887592067684e-18,0.346217533487812,3.3102310951730487e-16,1.1555579666323415e-33,-7.896312771987667e-33,0.0,0.0,-1.1074097180226606e-33,-2.407412430484045e-35,0.0,0.0,-4.694454239443887e-34,8.907425992790966e-34,1.653494323431551e-16,0.2774862116196476,-1.829633447167874e-33,-2.046300565911438e-33,-1.2663955370933966e-18,1.3336594760471897e-16,-1.653494323431551e-16,-0.2774862116196476,-1.1940765655200862e-32,1.0592614694129797e-32
3.8000000000000003,0.6042890264856308,5.684240392358279e-17,0.0,0.0,3.1296361596292583e-34,1.4203733339855864e-33,0.0,0.0,-4.390599507002828e-17,-4.82462467413981e-18,0.39571097351436946,3.111907831569848e-16,-1.1555579666323415e-33,-8.474091755303838e-33,0.0,0.0,-1.3000027124613842e-33,6.018531076210112e-35,0.0,0.0,-3.009265538105056e-34,8.907425992790966e-34,1.8914834980044174e-16,0.30003760054737233,-1.781485198558193e-33,-2.0583376280638583e-33,9.474475055670368e-19,1.267796462811802e-16,-1.8914834980044174e-16,-0.30003760054737233,-1.0785207688568521e-32,1.0785207688568521e-32
